,0,1
691,5.854462089243003e-28,Asset27Asset16
692,4.713743989334779e-28,Asset27Asset17
693,0.0,Asset27Asset18
694,0.0,Asset27Asset19
695,1.0358377345948823e-28,Asset27Asset20
696,0.0,Asset27Asset21
697,0.0,Asset27Asset22
698,9.742988809894226e-28,Asset27Asset23
699,1.6899064743316218e-27,Asset27Asset24
700,0.0,Asset27Asset25
701,1.5268275727549038e-29,Asset27Asset26
